"rowid","time","location","happiness","unhappiness"
"1786","2011-09-03 16:30:41","4","0","1"
"1787","2011-09-03 16:30:42","3","1","1"
"1788","2011-09-03 16:30:50","1","1","0"
"1789","2011-09-03 16:30:52","3","2","0"
"1790","2011-09-03 16:31:10","1","1","0"
"1791","2011-09-03 16:31:35","3","1","0"
"1792","2011-09-03 16:31:40","1","1","0"
"1793","2011-09-03 16:31:45","3","0","1"
"1794","2011-09-03 16:31:56","1","1","0"
"1795","2011-09-03 16:32:25","4","1","0"
"1796","2011-09-03 16:32:32","5","1","0"
"1797","2011-09-03 16:35:17","5","1","1"
"1798","2011-09-03 16:35:18","3","1","0"
"1799","2011-09-03 16:36:35","1","0","1"
"1800","2011-09-03 16:36:42","5","1","0"
"1801","2011-09-03 16:36:48","5","0","1"
"1802","2011-09-03 16:36:53","1","1","0"
"1803","2011-09-03 16:37:02","1","1","0"
"1804","2011-09-03 16:37:12","1","2","0"
"1805","2011-09-03 16:37:18","1","1","0"
"1806","2011-09-03 16:37:29","1","2","0"
"1807","2011-09-03 16:37:39","1","1","0"
"1808","2011-09-03 16:37:46","1","1","0"
"1809","2011-09-03 16:38:05","1","2","0"
"1810","2011-09-03 16:38:16","1","2","0"
"1811","2011-09-03 16:38:16","3","1","0"
"1812","2011-09-03 16:38:23","3","1","0"
"1813","2011-09-03 16:38:24","1","1","0"
"1814","2011-09-03 16:38:31","1","1","0"
"1815","2011-09-03 16:38:33","3","1","0"
"1816","2011-09-03 16:38:39","1","1","0"
"1817","2011-09-03 16:38:42","3","1","0"
"1818","2011-09-03 16:38:49","1","1","0"
"1819","2011-09-03 16:39:04","4","0","1"
"1820","2011-09-03 16:39:08","1","3","1"
"1821","2011-09-03 16:39:16","4","1","1"
"1822","2011-09-03 16:39:23","4","1","0"
"1823","2011-09-03 16:39:25","1","1","0"
"1824","2011-09-03 16:39:33","1","2","0"
"1825","2011-09-03 16:39:35","4","0","1"
"1826","2011-09-03 16:39:36","5","1","0"
"1827","2011-09-03 16:39:37","3","1","0"
"1828","2011-09-03 16:39:42","1","1","0"
"1829","2011-09-03 16:39:43","4","1","0"
"1830","2011-09-03 16:39:57","1","2","0"
"1831","2011-09-03 16:40:01","3","1","0"
"1832","2011-09-03 16:40:11","1","1","0"
"1833","2011-09-03 16:40:19","1","1","0"
"1834","2011-09-03 16:40:37","4","1","1"
"1835","2011-09-03 16:40:51","1","2","2"
"1836","2011-09-03 16:41:08","1","1","0"
"1837","2011-09-03 16:41:16","4","1","0"
"1838","2011-09-03 16:41:21","1","0","1"
"1839","2011-09-03 16:41:26","4","0","1"
"1840","2011-09-03 16:41:30","1","0","2"
"1841","2011-09-03 16:41:41","4","1","0"
"1842","2011-09-03 16:41:50","4","1","0"
"1843","2011-09-03 16:41:57","4","0","1"
"1844","2011-09-03 16:41:59","5","1","0"
"1845","2011-09-03 16:42:05","4","1","0"
"1846","2011-09-03 16:42:11","5","1","1"
"1847","2011-09-03 16:42:23","5","3","0"
"1848","2011-09-03 16:42:35","4","0","1"
"1849","2011-09-03 16:42:40","3","1","0"
"1850","2011-09-03 16:42:49","3","1","0"
"1851","2011-09-03 16:43:01","5","1","0"
"1852","2011-09-03 16:43:09","5","1","0"
"1853","2011-09-03 16:43:13","4","1","0"
"1854","2011-09-03 16:43:13","1","1","0"
"1855","2011-09-03 16:43:23","4","1","0"
"1856","2011-09-03 16:43:45","1","1","0"
"1857","2011-09-03 16:44:05","1","1","0"
"1858","2011-09-03 16:44:45","1","1","0"
"1859","2011-09-03 16:45:02","1","1","1"
"1860","2011-09-03 16:45:17","1","1","0"
"1861","2011-09-03 16:45:26","1","1","0"
"1862","2011-09-03 16:45:49","5","1","0"
"1863","2011-09-03 16:45:57","5","0","1"
"1864","2011-09-03 16:46:12","4","1","0"
"1865","2011-09-03 16:46:13","1","1","0"
"1866","2011-09-03 16:47:09","5","1","0"
"1867","2011-09-03 16:48:06","4","0","1"
"1868","2011-09-03 16:48:13","4","1","0"
"1869","2011-09-03 16:48:20","4","1","0"
"1870","2011-09-03 16:48:27","4","1","0"
"1871","2011-09-03 16:48:37","4","1","0"
"1872","2011-09-03 16:48:39","1","2","0"
"1873","2011-09-03 16:48:47","4","1","0"
"1874","2011-09-03 16:48:49","1","0","1"
"1875","2011-09-03 16:48:53","5","1","0"
"1876","2011-09-03 16:49:00","1","1","0"
"1877","2011-09-03 16:49:25","1","1","0"
"1878","2011-09-03 16:49:36","4","2","0"
"1879","2011-09-03 16:49:46","4","0","1"
"1880","2011-09-03 16:50:38","4","0","1"
"1881","2011-09-03 16:50:53","1","1","0"
"1882","2011-09-03 16:50:59","1","1","0"
"1883","2011-09-03 16:51:07","1","1","1"
"1884","2011-09-03 16:51:16","1","1","0"
"1885","2011-09-03 16:51:23","1","0","1"
"1886","2011-09-03 16:51:31","1","1","0"
"1887","2011-09-03 16:51:51","4","1","0"
"1888","2011-09-03 16:52:00","1","1","0"
"1889","2011-09-03 16:52:06","1","1","0"
"1890","2011-09-03 16:52:49","1","0","1"
"1891","2011-09-03 16:52:54","4","1","0"
"1892","2011-09-03 16:53:01","4","1","0"
"1893","2011-09-03 16:53:06","4","0","1"
"1894","2011-09-03 16:53:07","1","1","0"
"1895","2011-09-03 16:53:23","4","2","0"
"1896","2011-09-03 16:53:39","1","1","0"
"1897","2011-09-03 16:54:05","4","1","0"
"1898","2011-09-03 16:54:11","3","1","0"
"1899","2011-09-03 16:54:19","3","1","0"
"1900","2011-09-03 16:55:16","4","1","1"
"1901","2011-09-03 16:55:18","1","1","0"
"1902","2011-09-03 16:55:26","4","2","0"
"1903","2011-09-03 16:55:30","5","1","0"
"1904","2011-09-03 16:55:37","1","0","1"
"1905","2011-09-03 16:55:45","4","1","0"
"1906","2011-09-03 16:56:06","1","1","0"
"1907","2011-09-03 16:57:16","1","1","0"
"1908","2011-09-03 16:57:52","4","1","0"
"1909","2011-09-03 16:57:58","1","1","0"
"1910","2011-09-03 16:58:26","4","1","0"
"1911","2011-09-03 16:58:32","4","0","1"
"1912","2011-09-03 16:58:45","4","1","0"
"1913","2011-09-03 16:59:00","4","1","0"
